-4.000000 -4.000000 -4.000000 0.621528 0.000000
-1.333338 -1.333338 -1.333338 3.288190 3.245349
-3.000001 -3.000001 -3.000001 1.621527 6.494511
-4.549481 -1.142858 -6.031353 3.478670 9.747286
-2.666206 2.036363 -4.711811 6.657891 13.003615
-1.860955 5.722222 -1.735867 10.343750 16.263639
-4.025551 4.657825 -2.702401 9.279353 19.527040
-7.324480 1.779129 -5.543717 6.400657 22.794071
-6.112421 3.151703 -4.156865 7.773231 26.064819
-7.958283 1.665395 -4.471712 6.116107 29.339123
-7.815552 -0.715033 -5.312052 3.011006 32.617413
-9.565135 -0.304278 -8.105170 0.785426 35.899632
-7.761280 2.324753 -6.699910 2.407466 39.185299
-6.203259 2.547572 -3.691012 5.499167 42.474358
-7.110167 0.160545 -5.013851 4.207955 45.767086
-9.928711 -3.223354 -7.991267 1.242620 49.063671
-8.533163 -2.043753 -8.738225 -0.547372 52.364029
-5.527975 0.878951 -6.551401 1.241048 55.667721
-1.907960 4.467461 -3.243973 4.396300 58.974594
-1.365652 5.069457 0.491488 8.073635 62.284698
-2.917570 2.827264 4.390443 9.397920 65.598091
-5.982486 -0.501314 3.407575 7.431617 68.914978
-4.681044 0.699419 2.592626 8.054634 72.235527
-6.656073 -1.314078 -0.190793 5.820469 75.559662
-4.938331 0.388970 -2.465991 4.265500 78.887283
-1.810076 0.656023 -0.862904 6.143691 82.218506
-3.087325 -0.769500 -2.722715 4.388960 85.553307
-1.103054 -0.802291 -0.960963 5.247649 88.891655
1.025797 1.657319 0.500486 4.526856 92.233444
2.832974 0.132341 3.530845 4.439774 95.578613
2.599352 1.960803 4.173134 4.909817 98.927040
0.037980 0.187077 3.877675 2.617222 102.278664
-3.412513 -2.962561 1.292684 -0.730608 105.633896
-2.258348 -1.693480 2.777441 0.004191 108.992500
0.654640 1.263401 5.816704 2.756995 112.354095
3.683523 1.073599 9.431265 5.445414 115.718758
2.368318 -1.471035 8.339769 4.000162 119.086632
-0.295125 -3.397811 5.450718 0.975989 122.457764
-0.097515 -3.520115 3.168681 -0.758075 125.832306
-2.494170 -6.038967 -0.175116 -2.750321 129.210358
-3.439433 -7.403229 -3.924468 -5.983427 132.591888
-1.328355 -5.452195 -2.884457 -4.746228 135.976578
1.950141 -2.234830 -0.015073 -1.801524 139.364258
0.730279 -3.478042 -1.391201 -3.148883 142.755157
-2.207803 -6.425043 -4.310448 -6.135664 146.149307
-0.857914 -5.078561 -2.953365 -4.804377 149.546555
-0.068847 -2.981803 0.037130 -1.823735 152.946716
2.704686 0.291223 0.487624 -0.735240 156.350006
1.291946 -0.930729 -1.812439 -2.644191 159.756607
3.224463 1.074663 -0.218849 -0.901210 163.166336
6.434755 4.312791 2.861984 2.236686 166.577698
5.188841 3.077510 5.002105 2.501873 169.988480
7.185080 5.077810 6.649644 4.554365 173.399933
5.475440 3.369721 4.806811 2.866211 176.814270
2.350279 0.245153 1.630776 -0.250742 180.231415
-1.315562 -3.420462 -2.054498 -3.913448 183.651215
-1.594118 -2.348466 -0.990011 -2.840341 187.073669
0.771619 0.533136 -0.218800 -2.147781 190.498947
-0.796886 -0.838326 0.520511 -0.134801 193.927200
-1.506334 -2.148617 -1.669233 -1.838046 197.358414
0.694817 -0.176967 -0.033505 -0.016492 200.792313
3.051985 2.352094 -1.880849 -1.792857 204.228882
1.480207 0.845973 -0.114335 -0.066240 207.668503
-1.592295 -2.201450 -1.911723 -1.878867 211.111053
-5.238022 -5.837597 -5.070400 -5.043365 214.556366
-4.158430 -4.754346 -3.804771 -3.779960 218.004410
-1.273927 -1.868445 -0.849208 -0.825246 221.455048
-0.334238 -0.584663 1.768282 1.754303 224.908295
-2.447445 -2.566438 0.295938 0.267467 228.364349
-5.726754 -5.795545 -2.738584 -2.772590 231.823578
-4.507203 -4.556818 -1.425532 -1.461653 235.285645
-3.852292 -3.348305 -3.396126 -3.433055 238.750381
-1.130002 -0.414558 -1.676691 -1.713928 242.217819
2.381956 3.178170 0.182287 1.108142 245.687820
6.195541 7.022605 3.364489 4.658213 249.160370
5.180064 6.018913 2.988259 4.101631 252.635788
2.320051 3.163401 0.372416 1.416900 256.114197
-1.244513 -0.399444 -3.098883 -2.080712 259.595367
-1.850760 -0.419917 -4.440980 -2.953883 263.079132
0.389810 2.044398 -2.481480 -0.815268 266.565399
2.197574 3.557017 0.739118 2.473746 270.054382
2.863219 4.215763 -0.502858 1.257901 273.545898
0.645338 1.995246 -3.449387 -1.678646 277.039886
-1.456254 1.089168 -6.910988 -4.222891 280.536499
0.213146 3.215213 -5.761065 -2.722571 284.035706
3.322936 6.499426 -2.849698 0.322637 287.537628
4.351326 6.793968 0.734481 3.450307 291.041962
3.544016 5.729191 -0.368620 2.172835 294.548553
0.763515 2.850346 -3.262103 -0.787252 298.057770
-2.544943 -0.047588 -6.839451 -4.390041 301.569824
-1.336526 1.317636 -5.733741 -3.294047 305.084412
1.272948 3.747332 -3.148868 -0.769406 308.601166
4.741814 7.147530 0.310601 2.667057 312.119965
8.538939 10.918426 4.104137 6.451806 315.640930
7.517176 9.886644 3.081002 5.425315 319.164307
4.654761 7.020402 0.218064 2.561094 322.690308
6.033552 8.397731 1.596655 3.939195 326.218536
4.088067 6.451688 -0.348906 1.993447 329.748718
5.817094 8.180502 1.380091 3.722373 333.281097
4.005388 6.368714 -0.431626 1.910628 336.815460
0.841241 3.204537 -3.595777 -1.253532 340.352203
-2.839491 -0.476207 -7.276511 -4.934270 343.891724
-1.773269 0.590009 -6.210290 -3.868051 347.433289
1.106127 3.469404 -3.330894 -0.988656 350.976471
-0.266178 2.097099 -4.703199 -2.360960 354.521606
-3.262487 -0.899211 -7.699508 -5.357270 358.069214
-6.879112 -4.515836 -10.782467 -8.973895 361.619385
-5.788403 -3.425127 -9.487916 -7.883186 365.171783
-2.899654 -0.536378 -6.521306 -4.994437 368.726105
0.675886 3.039162 -2.916026 -1.418897 372.282196
-0.430515 1.932761 -4.011067 -2.525298 375.840363
-3.325258 -0.961983 -2.170137 -0.475770 379.400970
-1.958816 -1.048841 -3.939101 -2.165055 382.963959
-3.909018 -2.075337 -2.142649 -0.338169 386.529053
-2.181792 0.004712 -3.928601 -2.112497 390.096039
-0.455544 0.543524 -2.138638 -0.318094 393.665100
-2.268312 -1.722804 -3.927069 -2.104829 397.236359
-1.132282 -1.996785 -2.138053 -0.315165 400.809662
-3.170493 -4.573572 -3.926846 -2.103710 404.385223
-5.506598 -7.977834 -2.137968 -1.407919 407.963074
-3.926774 -6.806010 1.017459 1.162747 411.542847
-5.114887 -6.239127 4.694861 4.616790 415.124390
-3.096570 -3.550461 7.800189 8.408253 418.708099
-4.797777 -4.995618 9.755998 8.899378 422.293976
-7.919716 -6.029816 8.030914 6.614835 425.881958
-6.640055 -6.714994 5.946095 4.503382 429.472229
-3.968772 -4.504573 5.122969 6.169015 433.064697
-0.476296 -1.188131 7.280699 9.277366 436.659058
0.856895 -0.298471 10.577015 10.754420 440.255280
2.044410 0.599554 13.809025 12.882175 443.853333
4.495333 1.704896 17.515678 15.940780 447.453217
5.985965 2.032162 21.323646 17.859846 451.054871
4.083200 -0.314969 20.306024 16.120727 454.658295
0.884273 -3.683630 17.445191 12.984307 458.262360
-1.210950 -7.107713 13.880314 9.314166 461.860413
0.460882 -5.943460 14.990788 10.384432 465.442322
3.571601 -3.026619 14.412616 9.669130 469.000427
3.981156 -0.063499 13.692740 10.370101 472.529907
