1.026058 1.026047 1.026031 1.026009 1.025982 1.025948 1.025904 1.025849 1.025787 1.025719 
1.110412 1.110406 1.110397 1.110384 1.110372 1.110350 1.110321 1.110282 1.110239 1.110173 
1.265527 1.265534 1.265541 1.265547 1.265549 1.265562 1.265562 1.265555 1.265557 1.265630 
1.528292 1.528330 1.528375 1.528427 1.528484 1.528532 1.528595 1.528655 1.528711 1.528778 
1.977236 1.977323 1.977434 1.977566 1.977718 1.977892 1.978083 1.978280 1.978489 1.978849 
2.739663 2.739477 2.738911 2.737771 2.736271 2.734763 2.733776 2.731141 2.729993 2.726191 
3.530193 3.529574 3.528530 3.527410 3.527009 3.524961 3.523676 3.522050 3.521984 3.521405 
3.437863 3.436096 3.437302 3.438542 3.437878 3.438751 3.442689 3.440028 3.438032 3.441919 
2.440208 2.441671 2.441707 2.444922 2.443902 2.444103 2.448573 2.449919 2.451735 2.449565 
1.692113 1.691760 1.693960 1.694428 1.694042 1.696371 1.695911 1.699499 1.699833 1.697718 
1.244029 1.244195 1.243766 1.243041 1.242664 1.245191 1.244212 1.249377 1.246867 1.245865 
0.957955 0.958758 0.958736 0.960334 0.958577 0.960268 0.959534 0.961547 0.960991 0.960730 
0.765543 0.767856 0.767266 0.768041 0.768738 0.767435 0.766741 0.771179 0.768784 0.770440 
0.625753 0.626851 0.627662 0.626829 0.626953 0.628231 0.628326 0.631025 0.628701 0.631490 
0.523169 0.522201 0.521071 0.521109 0.522278 0.521341 0.522200 0.524739 0.522424 0.521993 
0.438594 0.438329 0.438303 0.438376 0.438352 0.438625 0.438743 0.439490 0.439351 0.439295 
0.375487 0.376371 0.375307 0.376459 0.374527 0.375936 0.374688 0.377333 0.375004 0.377664 
0.322025 0.321443 0.321063 0.321826 0.322942 0.321949 0.321463 0.323495 0.323819 0.321885 
0.277178 0.277811 0.278516 0.278529 0.278384 0.279547 0.279248 0.280435 0.278022 0.280228 
0.239267 0.239299 0.239287 0.239315 0.239487 0.239558 0.239970 0.239496 0.240499 0.240231 
0.211306 0.211514 0.211649 0.212013 0.212157 0.212695 0.212462 0.215454 0.212278 0.213837 
0.186199 0.187890 0.186882 0.187510 0.187062 0.187654 0.187950 0.191327 0.186831 0.189154 
0.166186 0.164385 0.166209 0.165761 0.166048 0.165849 0.168919 0.168660 0.166437 0.171451 
0.146230 0.147315 0.147090 0.147037 0.146242 0.148396 0.147541 0.149046 0.149031 0.150031 
0.130615 0.130666 0.130837 0.130846 0.130683 0.131079 0.131087 0.131041 0.130861 0.131265 
0.117751 0.117899 0.118576 0.118819 0.118871 0.121204 0.120187 0.120671 0.119588 0.124774 
0.106471 0.107922 0.106725 0.106611 0.107798 0.107410 0.107430 0.109282 0.107675 0.107759 
0.096444 0.096186 0.096676 0.096602 0.096027 0.096583 0.096310 0.097834 0.098178 0.098337 
0.087156 0.089334 0.089119 0.086932 0.088806 0.089444 0.088848 0.088711 0.089982 0.089575 
0.080305 0.080287 0.080429 0.078713 0.078391 0.079386 0.078968 0.078753 0.079402 0.078575 
0.073757 0.073731 0.073792 0.072370 0.073570 0.073348 0.073431 0.075274 0.074748 0.073583 
0.065873 0.065672 0.065701 0.065486 0.065807 0.065592 0.065851 0.068382 0.065951 0.065693 
0.061151 0.061065 0.061269 0.061948 0.062832 0.062271 0.062250 0.063791 0.062837 0.062592 
0.055922 0.056136 0.056392 0.055976 0.056818 0.056157 0.056580 0.058689 0.059241 0.057782 
0.051015 0.051576 0.052045 0.052863 0.053273 0.051406 0.051377 0.053034 0.053718 0.051588 
0.048316 0.047961 0.048496 0.048101 0.050130 0.047832 0.047533 0.049990 0.049538 0.048784 
0.046764 0.046708 0.045572 0.048055 0.048757 0.043817 0.044846 0.048171 0.046063 0.045296 
0.040999 0.041191 0.041007 0.041512 0.041054 0.040418 0.041488 0.042950 0.044689 0.042458 
0.038460 0.038466 0.038125 0.038576 0.039026 0.039052 0.039373 0.040634 0.041132 0.039501 
0.033436 0.033439 0.033444 0.033450 0.033333 0.033390 0.033290 0.033419 0.033435 0.033361 
