0	325.0603
3.245349306	325.1603
6.494510417	325.1609
9.747286111	325.2678
13.00361528	325.2617
16.26363958	325.2626
19.52704028	325.3624
22.79407153	325.3635
26.06482014	325.4631
29.33912361	325.4642
32.61741389	325.4654
35.89962986	325.5652
39.18529722	325.5664
42.47435694	325.5607
45.76708681	325.5619
49.06367222	325.5562
52.36402778	325.5577
55.66771944	325.6654
58.97459236	325.6669
62.2847	325.6684
65.59809028	325.7693
68.91497847	325.7642
72.23553056	325.766
75.55966389	325.7609
78.88728194	325.7633
82.21850486	325.8646
85.55330903	325.8667
88.89165347	325.8621
92.23344236	325.8575
95.57861389	325.8671
98.92704097	325.8624
102.2786646	325.9637
105.6338931	325.9659
108.9925	325.9611
112.3540944	325.9566
115.7187611	325.9658
119.0866306	325.968
122.4577639	326.0623
125.8323076	326.0648
129.2103604	326.067
132.5918896	326.0623
135.9765708	325.9657
139.3642618	325.9613
142.7551639	325.9638
146.1493111	325.9667
149.5465535	325.9623
152.9467181	325.9649
156.3500014	325.9608
159.7566104	325.9639
163.166341	325.967
166.5776931	325.9563
169.9884743	325.9594
173.3999306	325.9631
176.8142757	325.9665
180.2314125	325.9626
183.6512083	325.9666
187.0736701	325.9633
190.49895	325.9601
193.9272063	325.8651
197.3584104	325.8624
200.7923181	325.8666
204.2288882	325.8636
207.6685056	325.7619
211.1110486	325.7597
214.5563701	325.7646
218.0044049	325.6629
221.4550528	325.6607
224.9082993	325.6658
228.3643486	325.5647
231.8235813	325.5629
235.2856438	325.4615
238.7503743	325.4599
242.2178139	325.4653
245.6878139	325.3645
249.1603701	325.3629
252.635784	325.2696
256.1141903	325.2608
259.5953688	325.2668
263.0791444	325.1663
266.5653986	325.1581
270.0543708	325.164
273.5458924	325.1627
277.039891	325.0628
280.5364882	325.0616
284.0357153	325.0605
287.5376326	324.9609
291.0419535	324.9669
294.548541	324.9593
298.0577556	324.9655
301.5698326	324.9579
305.0844056	324.8658
308.6011569	324.8653
312.1199681	324.8649
315.6409285	324.8581
319.164316	324.8577
322.6902931	324.8578
326.2185271	324.8647
329.7487139	324.8576
333.2810868	324.8642
336.8154736	324.8641
340.352216	324.8641
343.8917368	324.864
347.4332785	324.864
350.976484	324.9629
354.5216153	324.9625
358.069216	324.9628
361.6193875	324.9625
365.1717875	324.9624
368.7261035	324.963
372.2821861	324.963
375.8403722	324.9632
379.4009722	324.9637
382.9639542	324.9638
386.529066	324.9643
390.096034	324.9574
393.6650924	324.9577
397.2363472	324.9649
400.8096576	324.965
404.3852139	324.9653
407.963084	324.9654
411.5428333	324.9588
415.1244021	324.9661
418.7080875	324.9665
422.2939764	324.9601
425.8819708	324.9608
429.4722285	324.9619
433.0647042	324.963
436.6590479	324.9642
440.2552875	324.9589
443.853341	324.9606
447.4532076	324.9625
451.0548569	324.957
454.6582951	324.9656
458.2623611	324.9673
461.860425	324.9621
465.4423118	324.9633
469.0004236	325.0631
472.5298931	325.0562
476.0266042	325.0627
479.4873306	325.0621
482.9104028	325.0601
486.29615	325.0575
489.6428868	325.0682
492.9490417	325.0639
496.2161389	325.0656
499.4443042	325.0601
502.6327556	325.0601
505.7811403	325.0667
508.8895486	325.0585
511.95845	324.9641
514.9886049	324.9614
517.9799653	324.9643
520.9334583	324.9668
523.8482035	324.9612
526.7235931	324.9619
529.5612222	324.9618
532.3610764	324.8686
535.1235188	324.8596
537.8494882	324.864
540.5406125	324.8602
543.1986722	324.8627
545.8245465	324.8644
548.4179521	324.7662
550.9785042	324.7595
553.5062646	324.7586
556.0024375	324.6646
558.4690563	324.662
560.9078764	324.6653
563.3204188	324.5685
565.7069014	324.5624
568.069041	324.5626
570.4101931	324.4628
572.7319903	324.4681
575.0355361	324.3595
577.3214069	324.3627
579.5897778	324.2661
581.8412799	324.2673
584.076375	324.2611
586.2953111	324.1613
588.4981771	324.1594
590.6848611	324.0641
592.8553736	324.0598
595.0097201	323.9622
597.1482215	323.9696
599.2719368	323.9613
601.3811556	323.8666
603.4759792	323.8626
605.5571542	323.8645
607.625275	323.7655
609.6811729	323.7644
611.7254569	323.7623
613.7577938	323.6666
615.7781778	323.6685
617.7869924	323.6621
619.7842188	323.6685
621.7701354	323.5672
623.7450111	323.5637
625.7096847	323.5658
627.6672007	323.5592
629.6244535	323.5583
631.5870125	323.5568
633.5565681	323.5605
635.5340368	323.464
637.5190319	323.4654
639.5115243	323.4586
641.5117299	323.4579
643.5194	323.4629
645.5344458	323.4667
647.5567389	323.4624
649.5861174	323.4637
651.6224132	323.4635
653.6656375	323.3635
655.7160757	323.3605
657.7740333	323.3636
659.8394521	323.3654
661.9121569	323.359
663.9917056	323.3654
666.0780326	323.3635
668.1715917	323.3669
670.272434	323.3626
672.3805965	323.3639
674.4958299	323.3636
676.618084	323.3624
678.7474097	323.3672
680.8835792	323.3631
683.02685	323.4638
685.1773479	323.4642
687.335016	323.4632
689.5000757	323.4609
691.6727722	323.4573
693.8530875	323.4597
696.0409299	323.5673
698.2363194	323.567
700.4393361	323.5662
702.6500354	323.5643
704.8681701	323.5611
707.0936951	323.557
709.3263764	323.6581
711.5662708	323.6584
713.8133424	323.6653
716.0672965	323.664
718.3283285	323.6615
720.5962646	323.6577
722.8711313	323.6676
725.1531403	323.6617
727.4422424	323.7614
729.7386875	323.7611
732.0425979	323.7596
734.3535611	323.764
736.6718785	323.7609
738.9980479	323.7633
741.3320965	323.7652
743.6744215	323.7662
746.025209	323.7598
748.3843319	323.7598
750.7519014	323.7595
753.1276306	323.7659
755.5112701	323.7582
757.9029146	323.7646
760.3028583	323.7639
762.7113111	323.756
765.1279757	323.7622
767.5526222	323.7609
769.9854132	323.7597
772.4265451	323.6591
774.8759528	323.6645
777.3334847	323.6629
779.7994597	323.6612
782.2739819	323.5673
784.756859	323.5651
787.248075	323.563
789.7475556	323.4619
792.2552931	323.4595
794.7713354	323.3579
797.2959028	323.3695
799.8290375	323.2605
802.3705542	323.159
804.9203694	323.1628
807.4785542	323.0608
810.044916	322.9655
812.6197	322.9622
815.2028854	322.8594
817.7942583	322.7636
820.3940035	322.6678
823.0019889	322.5648
825.6181014	322.5677
828.2423826	322.4642
830.8750167	322.2618
833.5159632	322.1653
836.165591	322.0614
838.823934	321.9577
841.4905688	321.7617
844.1657528	321.6576
846.8494924	321.4611
849.541666	321.3639
852.2423389	321.1603
854.9513715	320.9568
857.6686771	320.859
860.3943847	320.6619
863.1284569	320.4576
865.8705771	320.3594
868.6207826	320.162
871.3795174	319.9572
874.146459	319.8583
876.9210542	319.6604
879.7038188	319.4689
882.4946757	319.2634
885.2934333	319.0573
888.1002896	318.8581
890.914941	318.6659
893.7373542	318.5654
896.5633556	318.3586
899.3926806	318.1656
902.2291542	317.9581
905.0725799	317.7574
907.9228431	317.6625
910.7797875	317.4613
913.643275	317.2667
916.5134681	317.0574
919.3904813	316.9609
922.2741438	316.758
925.1642451	316.668
928.0607715	316.4643
930.9639701	316.3662
933.8736222	316.1619
936.7895965	315.9638
939.7121111	315.8644
942.6410896	315.666
945.5763021	315.5582
948.5178465	315.3654
951.4657264	315.1648
954.4198549	315.0631
957.3803458	314.8618
960.3470257	314.7662
963.3197674	314.5637
966.2988056	314.4598
969.2842257	314.2637
972.2757167	314.1591
975.2699993	313.9621
978.2578507	313.8639
981.2284431	313.7658
984.1734924	313.5619
987.0873229	313.4646
989.9667924	313.368
992.8100563	313.2653
995.6163139	313.0641
998.3833896	312.9626
1001.108742	312.8623
1003.792876	312.6636
1006.436781	312.5581
1009.040897	312.4678
1011.605774	312.3638
1014.131398	312.268
1016.618195	312.1664
1019.067206	312.0654
1021.47932	311.9655
1023.856013	311.859
1026.198488	311.7606
1028.506573	311.6629
1030.77858	311.5659
