ChassisSim Rig Replay Log
Baseline run
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
2.080000	-5.717518	-8.034253	-0.084180	0.000000	2.782033	2.782033	-0.576640	-0.576640	-8.752882	-8.752882	-9.064145	-9.064145	-92.131752	-92.131752	-124.359878	-124.359878
2.100000	-3.725271	-20.915238	0.033543	0.000000	-8.295243	-8.295243	-6.973253	-6.973253	-12.382038	-12.382038	-12.353529	-12.353529	-268.241470	-268.241470	-326.306762	-326.306762
2.120000	-0.757137	-29.499408	0.151104	0.000000	-18.151076	-18.151076	-11.989226	-11.989226	-13.078928	-13.078928	-12.909298	-12.909298	-384.407535	-384.407535	-461.811728	-461.811728
2.140000	2.399200	-32.029474	0.305460	0.000000	-23.649533	-23.649533	-12.323161	-12.323161	-9.051296	-9.051296	-11.401540	-11.401540	-358.094954	-358.094954	-525.268867	-525.268867
2.160000	4.886469	-28.180196	0.445058	-0.000000	-23.649533	-23.649533	-12.323161	-12.323161	-7.440070	-7.440070	-4.502133	-4.502133	-384.082080	-384.082080	-361.387616	-361.387616
2.180000	6.012391	-18.646897	0.408496	-0.000000	-21.677839	-21.677839	-9.106943	-9.106943	-5.323024	-5.323024	0.048001	0.048001	-355.182662	-355.182662	-227.992565	-227.992565
2.200000	5.450028	-5.430654	0.168549	0.000000	-13.196583	-13.196583	-4.781854	-4.781854	4.661599	4.661599	3.378317	3.378317	-28.853319	-28.853319	-80.467979	-80.467979
2.220000	3.344243	8.787657	-0.063521	0.000000	0.792764	0.792764	0.822532	0.822532	9.319029	9.319029	6.417570	6.417570	184.828485	184.828485	114.533294	114.533294
2.240000	0.287236	20.744747	-0.122215	-0.000000	12.098420	12.098420	7.470322	7.470322	10.311043	10.311043	9.737510	9.737510	312.039731	312.039731	357.244889	357.244889
2.260000	-2.838201	27.818935	-0.123742	-0.000000	19.427180	19.427180	13.106793	13.106793	9.346804	9.346804	10.562746	10.562746	379.902591	379.902591	509.188881	509.188881
2.280000	-5.109546	28.433347	-0.180706	-0.000000	22.996175	22.996175	14.974463	14.974463	7.539365	7.539365	7.969148	7.969148	394.750964	394.750964	498.872471	498.872471
2.300000	-5.839876	22.583483	-0.258400	0.000000	22.329660	22.329660	12.535350	12.535350	4.526761	4.526761	3.251583	3.251583	324.406144	324.406144	348.004207	348.004207
2.320000	-4.795006	11.847670	-0.254970	0.000000	16.351955	16.351955	7.048159	7.048159	0.435442	0.435442	-1.281597	-1.281597	164.950553	164.950553	135.746068	135.746068
2.340000	-2.281542	-1.059325	-0.139081	0.000000	5.931252	5.931252	0.514858	0.514858	-3.840492	-3.840492	-4.467957	-4.467957	-46.627346	-46.627346	-81.544236	-81.544236
2.360000	0.929903	-13.013736	0.024941	-0.000000	-6.038575	-6.038575	-5.625121	-5.625121	-6.752551	-6.752551	-6.139065	-6.139065	-238.161565	-238.161565	-267.704768	-267.704768
2.380000	3.832148	-21.260306	0.154065	0.000000	-15.883703	-15.883703	-10.276324	-10.276324	-7.471389	-7.471389	-6.514115	-6.514115	-351.936804	-351.936804	-392.854383	-392.854383
2.400000	5.495683	-24.088691	0.220952	-0.000000	-21.380490	-21.380490	-12.323161	-12.323161	-6.021169	-6.021169	-5.585144	-5.585144	-359.216324	-359.216324	-421.769517	-421.769517
2.420000	5.372614	-21.204007	0.230775	-0.000000	-20.712912	-20.712912	-11.544586	-11.544586	-4.220939	-4.220939	-3.531396	-3.531396	-299.806145	-299.806145	-339.230394	-339.230394
2.440000	3.489428	-13.718088	0.194343	-0.000000	-15.527829	-15.527829	-7.654614	-7.654614	-1.628430	-1.628430	-1.176302	-1.176302	-160.495633	-160.495633	-178.573608	-178.573608
2.460000	0.457456	-3.810840	0.119708	-0.000000	-6.914699	-6.914699	-2.125474	-2.125474	0.605397	0.605397	0.988464	0.988464	3.602937	3.602937	19.043224	19.043224
2.480000	-2.713392	5.876467	0.019156	-0.000000	2.638434	2.638434	3.450000	3.450000	2.289854	2.289854	2.362905	2.362905	155.041128	155.041128	192.127177	192.127177
2.500000	-4.945582	12.995608	-0.084158	0.000000	10.659022	10.659022	7.498057	7.498057	3.221632	3.221632	2.830143	2.830143	253.907873	253.907873	295.092121	295.092121
2.520000	-5.463427	16.101291	-0.157820	-0.000000	15.084409	15.084409	9.079605	9.079605	3.393884	3.393884	2.661084	2.661084	275.739557	275.739557	308.643761	308.643761
2.540000	-4.073770	14.977359	-0.177830	-0.000000	15.041205	15.041205	8.132201	8.132201	2.912843	2.912843	2.208338	2.208338	217.776532	217.776532	238.697764	238.697764
2.560000	-1.253065	10.561846	-0.144864	0.000000	10.879399	10.879399	5.098691	5.098691	2.326492	2.326492	1.887772	1.887772	111.704698	111.704698	119.429343	119.429343
2.580000	2.001590	4.532236	-0.077928	0.000000	4.410533	4.410533	1.182297	1.182297	1.769979	1.769979	1.633785	1.633785	-6.921695	-6.921695	-13.806240	-13.806240
2.600000	4.516850	-1.278044	-0.000726	0.000000	-2.148902	-2.148902	-2.377071	-2.377071	1.230102	1.230102	1.399026	1.399026	-102.000178	-102.000178	-118.161524	-118.161524
2.620000	5.367396	-5.435082	0.063580	-0.000000	-6.843115	-6.843115	-4.538323	-4.538323	0.577331	0.577331	0.977319	0.977319	-148.710831	-148.710831	-166.298386	-166.298386
2.640000	4.226716	-7.283571	0.097633	-0.000000	-8.546939	-8.546939	-4.866142	-4.866142	-0.315465	-0.315465	0.185120	0.185120	-140.883160	-140.883160	-152.862739	-152.862739
2.660000	1.508200	-7.029652	0.094784	-0.000000	-7.363230	-7.363230	-3.676953	-3.676953	-1.346413	-1.346413	-0.965144	-0.965144	-88.306094	-88.306094	-93.090364	-93.090364
2.680000	-1.768866	-5.497921	0.062831	0.000000	-4.146664	-4.146664	-1.604911	-1.604911	-2.581584	-2.581584	-2.418295	-2.418295	-24.749735	-24.749735	-23.850790	-23.850790
2.700000	-4.351991	-3.689227	0.018781	-0.000000	-0.634952	-0.634952	0.265119	0.265119	-3.524145	-3.524145	-3.610958	-3.610958	26.072498	26.072498	28.656372	28.656372
2.720000	-5.234738	-2.342966	-0.018392	-0.000000	1.705156	1.705156	1.219215	1.219215	-3.785030	-3.785030	-4.094593	-4.094593	45.033692	45.033692	43.296666	43.296666
2.740000	-4.059462	-1.669573	-0.033231	0.000000	2.141221	2.141221	1.034790	1.034790	-3.178943	-3.178943	-3.510939	-3.510939	26.908478	26.908478	20.108475	20.108475
2.760000	-1.278856	-1.344506	-0.023576	0.000000	0.759979	0.759979	-0.071145	-0.071145	-1.543881	-1.543881	-1.743775	-1.743775	-9.231418	-9.231418	-18.916564	-18.916564
2.780000	2.001783	-0.772496	0.001446	0.000000	-1.350753	-1.350753	-1.276780	-1.276780	0.724536	0.724536	0.693080	0.693080	-40.869006	-40.869006	-51.173560	-51.173560
