ChassisSim Rig Replay Log
R LS Bump 15K N/m/s, bypass 40mm, R LS Rebound 10K N/m/s
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
0.435690	5.502100	5.981427	-0.002879	0.000000	0.265516	0.265516	0.132220	0.132220	5.760422	5.760422	5.772978	5.772978	7.440762	7.440762	9.549432	9.549432
0.456437	7.584165	8.301210	-0.004220	0.000000	0.386858	0.386858	0.196207	0.196207	7.978845	7.978845	7.992754	7.992754	11.741510	11.741510	14.851511	14.851511
0.477184	9.294927	10.447514	-0.008045	0.000000	0.664406	0.664406	0.322851	0.322851	9.914413	9.914413	9.916615	9.916615	18.826976	18.826976	23.051498	23.051498
0.497931	10.538140	12.299946	-0.013805	0.000000	1.091443	1.091443	0.519464	0.519464	11.440470	11.440470	11.427842	11.427842	27.751645	27.751645	33.373362	33.373362
0.518678	11.235603	13.705841	-0.020496	-0.000000	1.617901	1.617901	0.774342	0.774342	12.434274	12.434274	12.408248	12.408248	37.126261	37.126261	44.298268	44.298268
0.539425	11.333647	14.502773	-0.027037	0.000000	2.166183	2.166183	1.057366	1.057366	12.791750	12.791750	12.751979	12.751979	45.375710	45.375710	53.838218	53.838218
0.560173	10.808914	14.546085	-0.032270	0.000000	2.645559	2.645559	1.325916	1.325916	12.439157	12.439157	12.386303	12.386303	50.922564	50.922564	60.105794	60.105794
0.580920	9.672887	13.735897	-0.035068	-0.000000	2.966727	2.966727	1.534281	1.534281	11.346487	11.346487	11.286065	11.286065	52.462373	52.462373	61.693984	61.693984
0.601667	7.974644	12.038632	-0.034635	-0.000000	3.057703	3.057703	1.642108	1.642108	9.539354	9.539354	9.479277	9.479277	49.249069	49.249069	57.786051	57.786051
0.622414	5.801327	9.498182	-0.030499	-0.000000	2.854244	2.854244	1.613369	1.613369	7.120662	7.120662	7.059978	7.059978	41.754395	41.754395	48.617808	48.617808
0.643161	3.275943	6.234272	-0.022927	0.000000	2.363292	2.363292	1.416538	1.416538	4.208521	4.208521	4.176814	4.176814	29.825236	29.825236	35.163354	35.163354
0.663908	0.552252	2.437365	-0.013185	-0.000000	1.619531	1.619531	1.068551	1.068551	0.987619	0.987619	0.974499	0.974499	14.402942	14.402942	17.066262	17.066262
0.684655	-2.193313	-1.638915	-0.002319	-0.000000	0.681023	0.681023	0.587734	0.587734	-2.326012	-2.326012	-2.336040	-2.336040	-3.280867	-3.280867	-4.384022	-4.384022
0.705402	-4.772456	-5.695845	0.009486	0.000000	-0.383018	-0.383018	0.013139	0.013139	-5.505833	-5.505833	-5.503591	-5.503591	-22.040441	-22.040441	-26.803833	-26.803833
0.726150	-6.998089	-9.416055	0.021617	0.000000	-1.489045	-1.489045	-0.600779	-0.600779	-8.311620	-8.311620	-8.284344	-8.284344	-40.223544	-40.223544	-48.032754	-48.032754
0.746897	-8.698851	-12.492622	0.032638	0.000000	-2.535521	-2.535521	-1.198724	-1.198724	-10.512164	-10.512164	-10.463226	-10.463226	-55.961063	-55.961063	-66.401712	-66.401712
0.767644	-9.734041	-14.656839	0.041171	-0.000000	-3.419996	-3.419996	-1.729326	-1.729326	-11.916734	-11.916734	-11.857836	-11.857836	-67.682246	-67.682246	-80.316301	-80.316301
0.788391	-10.007663	-15.703080	0.046487	-0.000000	-4.057661	-4.057661	-2.143979	-2.143979	-12.394886	-12.394886	-12.331940	-12.331940	-74.298051	-74.298051	-88.230981	-88.230981
0.809138	-9.480198	-15.509426	0.048251	-0.000000	-4.386578	-4.386578	-2.399843	-2.399843	-11.884611	-11.884611	-11.818248	-11.818248	-75.090145	-75.090145	-89.066979	-89.066979
0.829885	-8.176649	-14.052281	0.046229	-0.000000	-4.372616	-4.372616	-2.466447	-2.466447	-10.393709	-10.393709	-10.331822	-10.331822	-69.508218	-69.508218	-82.422373	-82.422373
0.850632	-6.189615	-11.417412	0.040476	-0.000000	-4.022215	-4.022215	-2.355000	-2.355000	-8.002337	-8.002337	-7.944409	-7.944409	-57.132008	-57.132008	-67.485063	-67.485063
0.871380	-3.676373	-7.801391	0.030905	-0.000000	-3.322585	-3.322585	-2.062454	-2.062454	-4.918741	-4.918741	-4.858102	-4.858102	-39.531463	-39.531463	-45.909573	-45.909573
0.892127	-0.849474	-3.495154	0.017486	0.000000	-2.311570	-2.311570	-1.598560	-1.598560	-1.390777	-1.390777	-1.353331	-1.353331	-17.786971	-17.786971	-20.263995	-20.263995
0.912874	2.039066	1.144645	0.001194	-0.000000	-1.040418	-1.040418	-0.996119	-0.996119	2.257050	2.257050	2.270501	2.270501	5.850839	5.850839	7.657704	7.657704
0.933621	4.719171	5.722510	-0.016141	-0.000000	0.365678	0.365678	-0.294874	-0.294874	5.721140	5.721140	5.700917	5.700917	30.341251	30.341251	36.249313	36.249313
0.954368	6.928178	9.829763	-0.032483	-0.000000	1.793717	1.793717	0.459943	0.459943	8.665651	8.665651	8.622702	8.622702	53.406214	53.406214	63.513675	63.513675
0.975115	8.438113	13.074968	-0.046228	0.000000	3.118201	3.118201	1.213146	1.213146	10.797016	10.797016	10.739898	10.739898	72.989230	72.989230	86.859768	86.859768
0.995862	9.081993	15.120230	-0.056277	0.000000	4.216916	4.216916	1.898480	1.898480	11.884532	11.884532	11.811602	11.811602	87.090775	87.090775	103.457243	103.457243
1.016609	8.776054	15.719989	-0.061831	0.000000	4.999467	4.999467	2.443762	2.443762	11.762197	11.762197	11.689392	11.689392	93.125603	93.125603	110.819087	110.819087
1.037357	7.534825	14.756753	-0.062398	0.000000	5.353337	5.353337	2.780393	2.780393	10.424896	10.424896	10.342363	10.342363	90.440725	90.440725	107.179412	107.179412
1.058104	5.476407	12.263464	-0.057003	0.000000	5.179101	5.179101	2.854873	2.854873	7.990880	7.990880	7.883460	7.883460	79.005610	79.005610	92.290232	92.290232
1.078851	2.816136	8.423863	-0.044565	0.000000	4.418615	4.418615	2.592845	2.592845	4.679056	4.679056	4.601993	4.601993	58.925662	58.925662	68.923845	68.923845
1.099598	-0.151976	3.565066	-0.026572	-0.000000	3.123033	3.123033	2.011906	2.011906	0.798117	0.798117	0.773045	0.773045	30.607961	30.607961	36.371002	36.371002
1.120345	-3.085127	-1.851339	-0.005871	-0.000000	1.382150	1.382150	1.143464	1.143464	-3.217023	-3.217023	-3.236986	-3.236986	-3.086635	-3.086635	-4.521149	-4.521149
1.141092	-5.630432	-7.257154	0.016265	0.000000	-0.657572	-0.657572	0.013568	0.013568	-6.928260	-6.928260	-6.915691	-6.915691	-39.510416	-39.510416	-47.733544	-47.733544
1.161839	-7.468412	-12.035804	0.038099	0.000000	-2.804757	-2.804757	-1.233106	-1.233106	-9.887154	-9.887154	-9.846378	-9.846378	-74.642989	-74.642989	-89.489961	-89.489961
1.182586	-8.356001	-15.585104	0.058100	-0.000000	-4.822571	-4.822571	-2.394207	-2.394207	-11.715208	-11.715208	-11.682977	-11.682977	-104.242630	-104.242630	-125.918479	-125.918479
1.203334	-8.163192	-17.388074	0.075478	-0.000000	-6.458684	-6.458684	-3.343408	-3.343408	-12.155519	-12.155519	-12.065057	-12.065057	-124.330557	-124.330557	-148.243028	-148.243028
1.224081	-6.897518	-17.105154	0.085703	0.000000	-7.437462	-7.437462	-3.970294	-3.970294	-11.057515	-11.057515	-10.872592	-10.872592	-129.951622	-129.951622	-151.495536	-151.495536
1.244828	-4.711595	-14.646919	0.082977	0.000000	-7.511053	-7.511053	-4.145036	-4.145036	-8.455689	-8.455689	-8.282476	-8.282476	-117.378677	-117.378677	-136.561397	-136.561397
1.265575	-1.890788	-10.216818	0.067192	-0.000000	-6.630738	-6.630738	-3.873093	-3.873093	-4.604069	-4.604069	-4.493334	-4.493334	-85.541063	-85.541063	-100.130665	-100.130665
1.286322	1.179285	-4.314572	0.040155	-0.000000	-4.703532	-4.703532	-3.133037	-3.133037	-0.151193	-0.151193	0.008900	0.008900	-42.602034	-42.602034	-45.884938	-45.884938
1.307069	4.062707	2.326582	0.003840	-0.000000	-2.009215	-2.009215	-1.811393	-1.811393	4.431810	4.431810	4.405241	4.405241	10.348789	10.348789	11.712306	11.712306
1.327816	6.334832	8.852905	-0.031532	-0.000000	1.101181	1.101181	-0.086011	-0.086011	8.417308	8.417308	8.263182	8.263182	63.913229	63.913229	72.085359	72.085359
1.348564	7.647122	14.372147	-0.058340	-0.000000	4.171638	4.171638	1.734251	1.734251	11.221958	11.221958	11.191504	11.191504	110.713092	110.713092	133.834203	133.834203
1.369311	7.785278	18.038678	-0.082335	-0.000000	6.855933	6.855933	3.341642	3.341642	12.532816	12.532816	12.567148	12.567148	147.626761	147.626761	181.368369	181.368369
1.390058	6.710617	19.189189	-0.106952	0.000000	8.840048	8.840048	4.413129	4.413129	12.125204	12.125204	12.009938	12.009938	168.857037	168.857037	201.674786	201.674786
1.410805	4.576187	17.501843	-0.119470	0.000000	9.704336	9.704336	5.000833	5.000833	9.813935	9.813935	9.409458	9.409458	163.863769	163.863769	184.540936	184.540936
1.431552	1.712453	13.110136	-0.104188	0.000000	9.036674	9.036674	4.916760	4.916760	5.784657	5.784657	5.442514	5.442514	127.922354	127.922354	142.969657	142.969657
1.452299	-1.418003	6.574472	-0.063905	0.000000	6.694567	6.694567	4.020470	4.020470	0.820288	0.820288	0.764872	0.764872	71.003618	71.003618	84.385607	84.385607
1.473046	-4.291860	-1.227881	-0.020096	0.000000	3.216341	3.216341	2.153480	2.153480	-4.244933	-4.244933	-4.026175	-4.026175	2.704698	2.704698	11.595535	11.595535
1.493793	-6.412394	-9.186304	0.013137	-0.000000	-0.817282	-0.817282	-0.299141	-0.299141	-8.580260	-8.580260	-8.550766	-8.550766	-66.489651	-66.489651	-79.885952	-79.885952
1.514541	-7.398516	-16.062163	0.044094	-0.000000	-4.947469	-4.947469	-2.943563	-2.943563	-11.670274	-11.670274	-11.833116	-11.833116	-132.341842	-132.341842	-167.580564	-167.580564
1.535288	-7.059362	-20.659965	0.084615	0.000000	-8.762193	-8.762193	-5.152440	-5.152440	-13.085231	-13.085231	-13.123977	-13.123977	-187.426205	-187.426205	-230.150621	-230.150621
1.556035	-5.439149	-22.054003	0.126995	0.000000	-11.622786	-11.622786	-6.469846	-6.469846	-12.411909	-12.411909	-12.164395	-12.164395	-217.470323	-217.470323	-255.948625	-255.948625
1.576782	-2.821064	-19.806306	0.147737	0.000000	-12.722189	-12.722189	-6.952632	-6.952632	-9.499925	-9.499925	-8.948259	-8.948259	-208.885200	-208.885200	-233.880132	-233.880132
1.597529	0.314289	-14.125230	0.128188	0.000000	-11.581799	-11.581799	-6.556651	-6.556651	-4.601337	-4.601337	-4.129553	-4.129553	-154.418999	-154.418999	-170.373292	-170.373292
1.618276	3.371781	-5.868912	0.072650	0.000000	-8.048742	-8.048742	-5.007198	-5.007198	1.149614	1.149614	1.212600	1.212600	-70.658771	-70.658771	-83.566220	-83.566220
1.639023	5.753090	3.655672	0.011713	0.000000	-2.985098	-2.985098	-2.202241	-2.202241	6.617953	6.617953	6.321946	6.321946	25.633412	25.633412	20.007646	20.007646
1.659771	6.976299	12.875239	-0.034450	0.000000	2.633303	2.633303	1.206825	1.206825	10.790193	10.790193	10.770824	10.770824	117.832516	117.832516	142.870879	142.870879
1.680518	6.779754	20.124497	-0.077773	0.000000	8.030572	8.030572	4.584285	4.584285	13.170489	13.170489	13.353496	13.353496	198.538576	198.538576	249.101560	249.101560
1.701265	5.186943	23.944360	-0.130423	0.000000	12.515381	12.515381	7.034064	7.034064	13.384250	13.384250	13.346894	13.346894	255.370803	255.370803	310.168303	310.168303
1.722012	2.515209	23.405211	-0.176993	0.000000	15.149595	15.149595	8.105880	8.105880	11.147447	11.147447	10.640077	10.640077	269.556751	269.556751	309.713991	309.713991
1.742759	-0.678355	18.406977	-0.180759	-0.000000	15.015768	15.015768	8.119067	8.119067	6.424709	6.424709	5.559608	5.559608	222.535323	222.535323	238.561144	238.561144
1.763506	-3.707121	9.757824	-0.126509	-0.000000	11.520295	11.520295	6.364372	6.364372	0.282631	0.282631	0.029485	0.029485	125.821650	125.821650	143.529659	143.529659
1.784253	-5.901139	-1.049445	-0.050123	-0.000000	5.518505	5.518505	3.063874	3.063874	-5.819050	-5.819050	-5.481173	-5.481173	3.997910	3.997910	17.679493	17.679493
1.805000	-6.758915	-12.077026	0.011376	0.000000	-1.601950	-1.601950	-1.211215	-1.211215	-10.524837	-10.524837	-10.447786	-10.447786	-116.224125	-116.224125	-138.693516	-138.693516
1.825748	-6.069991	-21.178754	0.066761	0.000000	-8.640118	-8.640118	-5.626985	-5.626985	-13.247240	-13.247240	-13.473293	-13.473293	-222.952843	-222.952843	-280.488883	-280.488883
1.846495	-3.977093	-26.418126	0.133279	0.000000	-14.597460	-14.597460	-8.959451	-8.959451	-13.606715	-13.606715	-13.614369	-13.614369	-299.935385	-299.935385	-366.254492	-366.254492
1.867242	-0.958124	-26.512358	0.196470	-0.000000	-18.242053	-18.242053	-10.382705	-10.382705	-11.317120	-11.317120	-10.804676	-10.804676	-323.331740	-323.331740	-375.115280	-375.115280
1.887989	2.273933	-21.221099	0.213101	0.000000	-18.311725	-18.311725	-10.239387	-10.239387	-6.416038	-6.416038	-5.333231	-5.333231	-272.031903	-272.031903	-290.759757	-290.759757
1.908736	4.934917	-11.505542	0.156131	0.000000	-14.181352	-14.181352	-7.976468	-7.976468	0.147641	0.147641	0.633965	0.633965	-150.728153	-150.728153	-164.981204	-164.981204
1.929483	6.361033	0.744894	0.060546	-0.000000	-6.658928	-6.658928	-3.769842	-3.769842	6.495248	6.495248	6.173457	6.173457	2.703234	2.703234	-8.840625	-8.840625
1.950230	6.181372	13.094527	-0.023210	-0.000000	2.270039	2.270039	1.464297	1.464297	11.090548	11.090548	10.924568	10.924568	151.889544	151.889544	178.827218	178.827218
1.970977	4.425351	22.924646	-0.094933	-0.000000	10.814753	10.814753	6.674803	6.674803	13.296081	13.296081	13.451961	13.451961	275.831076	275.831076	342.307556	342.307556
1.991725	1.531955	27.992091	-0.171199	-0.000000	17.532885	17.532885	10.340854	10.340854	12.899238	12.899238	12.849170	12.849170	354.222288	354.222288	430.282695	430.282695
2.012472	-1.749027	26.988794	-0.236394	-0.000000	20.942898	20.942898	11.576499	11.576499	9.834698	9.834698	9.109827	9.109827	361.642462	361.642462	413.900425	413.900425
2.033219	-4.545079	20.006602	-0.237942	-0.000000	19.771160	19.771160	10.846903	10.846903	4.241132	4.241132	2.931295	2.931295	275.103007	275.103007	285.686032	285.686032
2.053966	-6.093292	8.527227	-0.159789	-0.000000	13.556695	13.556695	6.946858	6.946858	-2.317609	-2.317609	-2.535939	-2.535939	119.185157	119.185157	136.754213	136.754213
2.074713	-5.955480	-4.977832	-0.051240	-0.000000	4.013756	4.013756	1.547862	1.547862	-8.013164	-8.013164	-7.728476	-7.728476	-62.824803	-62.824803	-65.830782	-65.830782
2.095460	-4.154067	-17.536763	0.044200	0.000000	-6.421416	-6.421416	-4.638843	-4.638843	-11.454115	-11.454115	-11.389400	-11.389400	-226.625714	-226.625714	-273.854295	-273.854295
2.116207	-1.184106	-26.243204	0.131715	0.000000	-15.538588	-15.538588	-9.937395	-9.937395	-12.319572	-12.319572	-12.369173	-12.369173	-346.671522	-346.671522	-424.757722	-424.757722
2.136955	2.110851	-29.011448	0.224795	0.000000	-22.418098	-22.418098	-12.323118	-12.323118	-9.875411	-9.875411	-10.171779	-10.171779	-374.145850	-374.145850	-467.388233	-467.388233
2.157702	4.771997	-25.156504	0.305781	0.000000	-23.400550	-23.400550	-12.197798	-12.197798	-7.118061	-7.118061	-5.123461	-5.123461	-370.527528	-370.527528	-377.847209	-377.847209
2.178449	6.005502	-15.589252	0.266309	0.000000	-19.317412	-19.317412	-9.714522	-9.714522	-1.091044	-1.091044	0.808579	0.808579	-222.753443	-222.753443	-198.536647	-198.536647
2.199196	5.427958	-2.579583	0.099422	-0.000000	-9.484530	-9.484530	-4.612558	-4.612558	5.273689	5.273689	4.603622	4.603622	-6.186756	-6.186756	-32.525989	-32.525989
2.219943	3.199187	10.753831	-0.046617	-0.000000	2.428203	2.428203	1.419499	1.419499	9.157082	9.157082	8.128246	8.128246	184.807803	184.807803	186.167288	186.167288
2.240690	-0.006683	21.225785	-0.124426	-0.000000	12.789267	12.789267	7.612344	7.612344	10.158624	10.158624	10.078118	10.078118	316.411844	316.411844	382.572929	382.572929
2.261437	-3.193638	26.273203	-0.183740	-0.000000	19.752327	19.752327	11.744105	11.744105	9.043262	9.043262	9.305480	9.305480	381.343675	381.343675	475.162377	475.162377
2.282184	-5.348974	24.682570	-0.243025	-0.000000	22.215436	22.215436	12.623172	12.623172	6.298548	6.298548	5.505662	5.505662	363.451105	363.451105	413.736433	413.736433
2.302932	-5.769629	17.063893	-0.240527	-0.000000	19.243205	19.243205	10.300742	10.300742	1.972005	1.972005	0.561091	0.561091	242.140419	242.140419	241.506286	241.506286
2.323679	-4.303601	5.577841	-0.146879	0.000000	10.887289	10.887289	4.922768	4.922768	-2.617180	-2.617180	-2.952500	-2.952500	53.588914	53.588914	52.334000	52.334000
2.344426	-1.420386	-6.754294	-0.016741	0.000000	-0.247110	-0.247110	-1.269711	-1.269711	-5.940477	-5.940477	-5.640418	-5.640418	-140.073232	-140.073232	-159.548674	-159.548674
2.365173	1.924471	-16.772675	0.096599	0.000000	-10.790302	-10.790302	-7.042779	-7.042779	-7.201862	-7.201862	-6.853078	-6.853078	-283.960474	-283.960474	-333.072810	-333.072810
2.385920	4.597542	-21.990371	0.179994	0.000000	-18.002078	-18.002078	-10.694871	-10.694871	-6.607893	-6.607893	-6.270839	-6.270839	-349.086760	-349.086760	-413.014510	-413.014510
2.406667	5.672467	-21.283398	0.226180	0.000000	-20.237446	-20.237446	-11.386387	-11.386387	-4.664707	-4.664707	-3.839115	-3.839115	-322.374835	-322.374835	-362.158032	-362.158032
2.427414	4.761225	-15.282956	0.201437	-0.000000	-17.001563	-17.001563	-9.469636	-9.469636	-1.668504	-1.668504	-0.527495	-0.527495	-200.902983	-200.902983	-201.428356	-201.428356
2.448161	2.170383	-6.041262	0.105678	-0.000000	-9.043501	-9.043501	-4.586851	-4.586851	1.181106	1.181106	1.248121	1.248121	-31.441435	-31.441435	-35.559600	-35.559600
2.468909	-1.184930	3.713830	-0.007265	-0.000000	0.749162	0.749162	0.780860	0.780860	2.980610	2.980610	2.643154	2.643154	129.356342	129.356342	144.992502	144.992502
2.489656	-4.092870	11.328849	-0.097683	0.000000	9.283173	9.283173	5.420254	5.420254	3.480872	3.480872	3.200724	3.200724	235.707820	235.707820	276.824170	276.824170
2.510403	-5.481023	14.937355	-0.161340	-0.000000	14.341576	14.341576	7.802359	7.802359	3.157357	3.157357	2.838111	2.838111	268.996824	268.996824	316.032711	316.032711
2.531150	-4.821043	14.025952	-0.183718	0.000000	14.889209	14.889209	8.002032	8.002032	2.260444	2.260444	1.246269	1.246269	220.708895	220.708895	230.895154	230.895154
2.551897	-2.346390	9.548012	-0.137993	0.000000	10.861018	10.861018	5.565948	5.565948	1.111772	1.111772	0.471711	0.471711	107.904353	107.904353	106.942768	106.942768
2.572644	1.011637	3.375747	-0.045265	0.000000	3.920166	3.920166	1.748359	1.748359	0.262099	0.262099	0.508768	0.508768	-23.188953	-23.188953	-19.077372	-19.077372
2.593391	3.961450	-2.447478	0.037625	-0.000000	-3.115743	-3.115743	-1.914151	-1.914151	0.096390	0.096390	0.507062	0.507062	-120.305201	-120.305201	-131.114276	-131.114276
2.614139	5.345624	-6.280159	0.089416	-0.000000	-7.863763	-7.863763	-4.318475	-4.318475	0.168813	0.168813	0.427445	0.427445	-161.110001	-161.110001	-186.649290	-186.649290
2.634886	4.604482	-7.390819	0.111954	0.000000	-9.236682	-9.236682	-4.921624	-4.921624	-0.032956	-0.032956	0.450744	0.450744	-144.241194	-144.241194	-157.728905	-157.728905
2.655633	2.020117	-6.172462	0.091049	-0.000000	-7.338527	-7.338527	-4.169324	-4.169324	-0.409864	-0.409864	0.376339	0.376339	-75.487076	-75.487076	-62.163782	-62.163782
2.676380	-1.371382	-3.809885	0.025707	-0.000000	-3.051850	-3.051850	-1.892402	-1.892402	-1.129057	-1.129057	-1.183275	-1.183275	7.750653	7.750653	7.674260	7.674260
2.697127	-4.182262	-1.605714	-0.042381	-0.000000	1.354321	1.354321	0.044094	0.044094	-2.046337	-2.046337	-2.567831	-2.567831	66.723794	66.723794	61.617700	61.617700
2.717874	-5.239796	-0.438294	-0.073687	0.000000	3.842656	3.842656	1.133914	1.133914	-2.808191	-2.808191	-3.267355	-3.267355	75.791949	75.791949	75.014204	75.014204
2.738621	-4.087043	-0.452336	-0.062430	0.000000	3.647219	3.647219	1.391623	1.391623	-2.872460	-2.872460	-3.319826	-3.319826	37.678511	37.678511	28.957602	28.957602
2.759368	-1.199805	-1.035551	-0.016728	0.000000	1.107872	1.107872	0.539106	0.539106	-1.803590	-1.803590	-1.976994	-1.976994	-19.186791	-19.186791	-30.165891	-30.165891
2.780116	2.189874	-1.262308	0.037177	-0.000000	-2.079554	-2.079554	-0.864993	-0.864993	0.111137	0.111137	0.497733	0.497733	-65.261784	-65.261784	-65.014549	-65.014549
2.800863	4.608155	-0.442408	0.065776	0.000000	-4.033714	-4.033714	-1.684050	-1.684050	2.342191	2.342191	2.827759	2.827759	-71.066250	-71.066250	-68.250056	-68.250056
2.821610	4.982562	1.492999	0.054252	0.000000	-3.585340	-3.585340	-1.644273	-1.644273	4.054885	4.054885	4.465700	4.465700	-29.189415	-29.189415	-19.967405	-19.967405
2.842357	3.132851	3.857551	0.007240	0.000000	-0.698303	-0.698303	-0.607821	-0.607821	4.410955	4.410955	4.670115	4.670115	39.898130	39.898130	58.659164	58.659164
2.863104	-0.120963	5.529343	-0.051738	0.000000	3.292561	3.292561	1.397696	1.397696	3.176303	3.176303	2.862521	2.862521	103.109913	103.109913	113.948885	113.948885
2.883851	-3.303438	5.493566	-0.093012	0.000000	6.376807	6.376807	2.768140	2.768140	0.800481	0.800481	0.437257	0.437257	128.408948	128.408948	142.820851	142.820851
2.904598	-4.945842	3.346091	-0.098619	0.000000	6.967669	6.967669	3.254051	3.254051	-1.831201	-1.831201	-2.360023	-2.360023	97.573592	97.573592	99.004781	99.004781
2.925346	-4.272290	-0.382403	-0.061064	-0.000000	4.384143	4.384143	2.223819	2.223819	-3.633702	-3.633702	-4.127985	-4.127985	20.162015	20.162015	5.637952	5.637952
2.946093	-1.586239	-4.407222	0.004802	-0.000000	-0.496073	-0.496073	-0.488815	-0.488815	-3.930902	-3.930902	-3.736263	-3.736263	-73.102481	-73.102481	-81.901576	-81.901576
2.966840	1.843331	-7.228344	0.064332	0.000000	-5.575155	-5.575155	-3.130498	-3.130498	-2.660470	-2.660470	-2.364783	-2.364783	-140.646467	-140.646467	-160.291474	-160.291474
2.987587	4.366894	-7.690094	0.100682	0.000000	-8.693838	-8.693838	-4.635191	-4.635191	-0.625188	-0.625188	-0.398492	-0.398492	-155.889652	-155.889652	-181.574983	-181.574983
3.008334	4.748593	-5.525133	0.106559	-0.000000	-8.568586	-8.568586	-4.640232	-4.640232	1.216741	1.216741	1.883767	1.883767	-110.346307	-110.346307	-109.420204	-109.420204
