ChassisSim Rig Replay Log
R LS Bump 16K N/m/s, bypass 40mm, R LS Rebound 10K N/m/s
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
0.445841	6.566339	7.118617	-0.003231	0.000000	0.294332	0.294332	0.142295	0.142295	6.874136	6.874136	6.891294	6.891294	9.026206	9.026206	11.660640	11.660640
0.467072	8.518533	9.428887	-0.006083	0.000000	0.506559	0.506559	0.241007	0.241007	9.021042	9.021042	9.030884	9.030884	15.157655	15.157655	18.865605	18.865605
0.488303	10.028119	11.495322	-0.011415	0.000000	0.885926	0.885926	0.409373	0.409373	10.802825	10.802825	10.796567	10.796567	23.734101	23.734101	28.715539	28.715539
0.509533	11.001306	13.165799	-0.018206	0.000000	1.395518	1.395518	0.644776	0.644776	12.082268	12.082268	12.060997	12.060997	33.402740	33.402740	39.937319	39.937319
0.530764	11.367977	14.266562	-0.025251	0.000000	1.961301	1.961301	0.924193	0.924193	12.736911	12.736911	12.701698	12.701698	42.529115	42.529115	50.539188	50.539188
0.551994	11.088600	14.631486	-0.031319	0.000000	2.489695	2.489695	1.207691	1.207691	12.672774	12.672774	12.623153	12.623153	49.410238	49.410238	58.384515	58.384515
0.573225	10.159979	14.133197	-0.035138	0.000000	2.883125	2.883125	1.447701	1.447701	11.837912	11.837912	11.777818	11.777818	52.516882	52.516882	61.773834	61.773834
0.594455	8.619206	12.709676	-0.035687	-0.000000	3.057318	3.057318	1.599201	1.599201	10.237296	10.237296	10.175281	10.175281	50.834194	50.834194	59.645707	59.645707
0.615686	6.545224	10.381152	-0.032387	0.000000	2.943510	2.943510	1.626101	1.626101	7.952497	7.952497	7.888139	7.888139	44.422255	44.422255	51.736808	51.736808
0.636916	4.057458	7.251509	-0.025290	0.000000	2.520483	2.520483	1.479448	1.479448	5.111424	5.111424	5.073514	5.073514	33.545595	33.545595	39.463957	39.463957
0.658147	1.311189	3.502383	-0.015692	-0.000000	1.827091	1.827091	1.168935	1.168935	1.886147	1.886147	1.874278	1.874278	18.703325	18.703325	22.358056	22.358056
0.679377	-1.510491	-0.613721	-0.005005	-0.000000	0.918194	0.918194	0.712251	0.712251	-1.495497	-1.495497	-1.506613	-1.506613	1.286422	1.286422	1.147215	1.147215
0.700608	-4.207971	-4.788976	0.006679	-0.000000	-0.137804	-0.137804	0.145256	0.145256	-4.799293	-4.799293	-4.803391	-4.803391	-17.632273	-17.632273	-21.666698	-21.666698
0.721839	-6.579180	-8.687703	0.019064	0.000000	-1.260625	-1.260625	-0.475285	-0.475285	-7.771295	-7.771295	-7.749815	-7.749815	-36.442017	-36.442017	-43.640886	-43.640886
0.743069	-8.435579	-11.978368	0.030673	0.000000	-2.345794	-2.345794	-1.090210	-1.090210	-10.157955	-10.157955	-10.111359	-10.111359	-53.114922	-53.114922	-63.019722	-63.019722
0.764300	-9.618911	-14.364670	0.039866	0.000000	-3.281700	-3.281700	-1.645420	-1.645420	-11.744374	-11.744374	-11.686611	-11.686611	-65.874783	-65.874783	-78.154703	-78.154703
0.785530	-10.017266	-15.613765	0.045785	0.000000	-3.974202	-3.974202	-2.089042	-2.089042	-12.379930	-12.379930	-12.318477	-12.318477	-73.499786	-73.499786	-87.313977	-87.313977
0.806761	-9.578814	-15.580353	0.048096	-0.000000	-4.354252	-4.354252	-2.373504	-2.373504	-11.987090	-11.987090	-11.921601	-11.921601	-75.171634	-75.171634	-89.199882	-89.199882
0.827991	-8.321534	-14.224361	0.046495	-0.000000	-4.379012	-4.379012	-2.463469	-2.463469	-10.565200	-10.565200	-10.501406	-10.501406	-70.294121	-70.294121	-83.308962	-83.308962
0.849222	-6.337403	-11.624110	0.040921	-0.000000	-4.052855	-4.052855	-2.368832	-2.368832	-8.186062	-8.186062	-8.126023	-8.126023	-58.209785	-58.209785	-68.719924	-68.719924
0.870452	-3.789831	-7.980551	0.031145	-0.000000	-3.358432	-3.358432	-2.091532	-2.091532	-5.063833	-5.063833	-4.999510	-4.999510	-40.476501	-40.476501	-46.922543	-46.922543
0.891683	-0.903670	-3.600542	0.017097	-0.000000	-2.332783	-2.332783	-1.636931	-1.636931	-1.462044	-1.462044	-1.423939	-1.423939	-18.280165	-18.280165	-20.839713	-20.839713
0.912913	2.052139	1.135662	-0.000013	-0.000000	-1.032404	-1.032404	-1.037333	-1.037333	2.270960	2.270960	2.282112	2.282112	5.914807	5.914807	7.648229	7.648229
0.934144	4.788408	5.805069	-0.018054	-0.000000	0.406838	0.406838	-0.332886	-0.332886	5.808118	5.808118	5.785530	5.785530	30.931462	30.931462	36.878353	36.878353
0.955375	7.024223	9.970677	-0.034859	-0.000000	1.863115	1.863115	0.429453	0.429453	8.791646	8.791646	8.747497	8.747497	54.376076	54.376076	64.650506	64.650506
0.976605	8.517538	13.215776	-0.048799	-0.000000	3.203428	3.203428	1.190937	1.190937	10.910417	10.910417	10.851236	10.851236	74.083543	74.083543	88.116388	88.116388
0.997836	9.094532	15.184819	-0.058681	-0.000000	4.299125	4.299125	1.880975	1.880975	11.920727	11.920727	11.845024	11.845024	87.862969	87.862969	104.292533	104.292533
1.019066	8.674112	15.626832	-0.063623	-0.000000	5.053680	5.053680	2.423582	2.423582	11.655988	11.655988	11.580974	11.580974	93.021828	93.021828	110.609279	110.609279
1.040297	7.283959	14.434111	-0.063091	-0.000000	5.346935	5.346935	2.747441	2.747441	10.128054	10.128054	10.041911	10.041911	89.029886	89.029886	105.321098	105.321098
1.061527	5.065083	11.664448	-0.055919	-0.000000	5.070973	5.070973	2.796116	2.796116	7.484574	7.484574	7.373041	7.373041	76.055750	76.055750	88.530002	88.530002
1.082758	2.262891	7.538662	-0.041420	-0.000000	4.192556	4.192556	2.484040	2.484040	3.963997	3.963997	3.904597	3.904597	53.875685	53.875685	63.433325	63.433325
1.103988	-0.795720	2.431016	-0.022087	-0.000000	2.772521	2.772521	1.841029	1.841029	-0.062606	-0.062606	-0.075877	-0.075877	23.815376	23.815376	28.539686	28.539686
1.125219	-3.737898	-3.141731	-0.000778	0.000000	0.923244	0.923244	0.902392	0.902392	-4.129798	-4.129798	-4.151520	-4.151520	-11.242481	-11.242481	-14.533837	-14.533837
1.146449	-6.189729	-8.557164	0.021700	0.000000	-1.196398	-1.196398	-0.303180	-0.303180	-7.771166	-7.771166	-7.748934	-7.748934	-48.425326	-48.425326	-58.235103	-58.235103
1.167680	-7.825399	-13.154548	0.043682	-0.000000	-3.374836	-3.374836	-1.563377	-1.563377	-10.518428	-10.518428	-10.480510	-10.480510	-83.287972	-83.287972	-100.142461	-100.142461
1.188911	-8.414241	-16.306694	0.063682	-0.000000	-5.352200	-5.352200	-2.692045	-2.692045	-11.994855	-11.994855	-11.956290	-11.956290	-111.253121	-111.253121	-134.238035	-134.238035
1.210141	-7.858680	-17.505800	0.079798	0.000000	-6.846634	-6.846634	-3.579943	-3.579943	-11.956686	-11.956686	-11.829728	-11.829728	-127.743392	-127.743392	-151.017775	-151.017775
1.231372	-6.216519	-16.464795	0.086192	0.000000	-7.559009	-7.559009	-4.077411	-4.077411	-10.297935	-10.297935	-10.104427	-10.104427	-127.615015	-127.615015	-148.306120	-148.306120
1.252602	-3.702485	-13.187971	0.078341	-0.000000	-7.290130	-7.290130	-4.091015	-4.091015	-7.124963	-7.124963	-6.983048	-6.983048	-107.446159	-107.446159	-125.638802	-125.638802
1.273833	-0.666526	-8.010091	0.057545	0.000000	-5.977890	-5.977890	-3.653514	-3.653514	-2.875989	-2.875989	-2.736423	-2.736423	-69.860517	-69.860517	-79.930854	-79.930854
1.295063	2.450319	-1.577292	0.024326	0.000000	-3.639362	-3.639362	-2.730297	-2.730297	1.812152	1.812152	1.961631	1.961631	-21.014565	-21.014565	-19.915421	-19.915421
1.316294	5.177914	5.257190	-0.015609	0.000000	-0.631940	-0.631940	-1.153540	-1.153540	6.335973	6.335973	6.192665	6.192665	35.031570	35.031570	37.346585	37.346585
1.337524	7.088797	11.551107	-0.048881	-0.000000	2.589302	2.589302	0.646423	0.646423	9.913554	9.913554	9.780115	9.780115	87.205995	87.205995	101.253268	101.253268
1.358755	7.868958	16.364575	-0.073102	-0.000000	5.560091	5.560091	2.450334	2.450334	12.057641	12.057641	12.077350	12.077350	130.034181	130.034181	159.316714	159.316714
1.379985	7.375668	18.870187	-0.097301	-0.000000	7.965065	7.965065	3.835786	3.835786	12.524539	12.524539	12.535815	12.535815	160.350004	160.350004	196.037003	196.037003
1.401216	5.671165	18.523757	-0.118064	-0.000000	9.424418	9.424418	4.687231	4.687231	11.105067	11.105067	10.806966	10.806966	169.702482	169.702482	195.770857	195.770857
1.422446	3.023867	15.234349	-0.116277	-0.000000	9.519102	9.519102	4.964150	4.964150	7.678343	7.678343	7.253690	7.253690	145.884968	145.884968	161.793895	161.793895
1.443677	-0.126356	9.411385	-0.082929	0.000000	7.791591	7.791591	4.430671	4.430671	2.925665	2.925665	2.738223	2.738223	96.240680	96.240680	110.164177	110.164177
1.464908	-3.236150	1.863505	-0.035321	-0.000000	4.633252	4.633252	2.961274	2.961274	-2.337067	-2.337067	-2.158272	-2.158272	29.232306	29.232306	42.355541	42.355541
1.486138	-5.750664	-6.319244	0.003130	-0.000000	0.671659	0.671659	0.659486	0.659486	-7.110562	-7.110562	-6.963306	-6.963306	-41.282142	-41.282142	-44.679068	-44.679068
1.507369	-7.204629	-13.855308	0.032639	0.000000	-3.524655	-3.524655	-2.033464	-2.033464	-10.748624	-10.748624	-10.880315	-10.880315	-109.586280	-109.586280	-138.603080	-138.603080
1.528599	-7.314152	-19.429203	0.069764	0.000000	-7.558313	-7.558313	-4.500838	-4.500838	-12.806380	-12.806380	-12.930379	-12.930379	-170.660003	-170.660003	-212.913205	-212.913205
1.549830	-6.040474	-21.932458	0.114567	-0.000000	-10.858624	-10.858624	-6.153204	-6.153204	-12.813677	-12.813677	-12.656460	-12.656460	-211.071755	-211.071755	-251.559740	-251.559740
1.571060	-3.610473	-20.712959	0.145141	-0.000000	-12.582200	-12.582200	-6.876811	-6.876811	-10.489017	-10.489017	-9.991749	-9.991749	-214.918828	-214.918828	-243.337889	-243.337889
1.592291	-0.485741	-15.783947	0.136819	-0.000000	-12.053273	-12.053273	-6.714955	-6.714955	-5.952780	-5.952780	-5.426772	-5.426772	-171.468720	-171.468720	-189.112861	-189.112861
1.613521	2.718168	-7.895421	0.085461	0.000000	-8.988934	-8.988934	-5.573133	-5.573133	-0.159189	-0.159189	0.091382	0.091382	-90.999387	-90.999387	-101.287123	-101.287123
1.634752	5.350009	1.649934	0.019859	-0.000000	-4.058537	-4.058537	-2.914008	-2.914008	5.597014	5.597014	5.282529	5.282529	6.391619	6.391619	-4.097056	-4.097056
1.655982	6.856935	11.220860	-0.031190	-0.000000	1.635863	1.635863	0.434630	0.434630	10.161650	10.161650	10.045240	10.045240	101.949377	101.949377	119.811833	119.811833
1.677213	6.906871	19.047276	-0.073279	-0.000000	7.202217	7.202217	3.949420	3.949420	12.898364	12.898364	13.076898	13.076898	186.051469	186.051469	233.667501	233.667501
1.698444	5.471257	23.513796	-0.124458	-0.000000	11.932819	11.932819	6.640331	6.640331	13.445947	13.445947	13.479125	13.479125	248.351312	248.351312	304.270459	304.270459
1.719674	2.846231	23.526599	-0.174522	0.000000	14.901296	14.901296	7.892833	7.892833	11.478371	11.478371	11.049820	11.049820	269.444849	269.444849	312.564399	312.564399
1.740905	-0.397918	18.860250	-0.184253	0.000000	15.084878	15.084878	8.068781	8.068781	6.888000	6.888000	5.992672	5.992672	228.137375	228.137375	244.274227	244.274227
1.762135	-3.533470	10.291425	-0.131247	0.000000	11.767714	11.767714	6.480342	6.480342	0.660714	0.660714	0.331526	0.331526	132.117130	132.117130	148.318077	148.318077
1.783366	-5.836402	-0.632727	-0.051454	-0.000000	5.737354	5.737354	3.201199	3.201199	-5.614141	-5.614141	-5.247517	-5.247517	8.312002	8.312002	24.016977	24.016977
1.804596	-6.757169	-11.871140	0.011777	-0.000000	-1.496588	-1.496588	-1.112432	-1.112432	-10.449561	-10.449561	-10.345109	-10.345109	-113.976756	-113.976756	-134.908740	-134.908740
1.825827	-6.060524	-21.143213	0.066726	-0.000000	-8.641254	-8.641254	-5.617027	-5.617027	-13.212588	-13.212588	-13.451217	-13.451217	-222.195955	-222.195955	-280.037904	-280.037904
1.847057	-3.897328	-26.384574	0.133859	-0.000000	-14.658813	-14.658813	-8.989489	-8.989489	-13.522754	-13.522754	-13.536635	-13.536635	-299.814556	-299.814556	-366.342827	-366.342827
1.868288	-0.784808	-26.244438	0.197710	-0.000000	-18.247434	-18.247434	-10.363977	-10.363977	-11.077769	-11.077769	-10.532074	-10.532074	-321.269996	-321.269996	-371.341964	-371.341964
1.889518	2.507101	-20.519101	0.210529	-0.000000	-18.070568	-18.070568	-10.135709	-10.135709	-5.917453	-5.917453	-4.801269	-4.801269	-263.737018	-263.737018	-279.362543	-279.362543
1.910749	5.141464	-10.312770	0.145281	0.000000	-13.482731	-13.482731	-7.648952	-7.648952	0.844811	0.844811	1.233184	1.233184	-135.384073	-135.384073	-149.986857	-149.986857
1.931980	6.429003	2.289564	0.044715	-0.000000	-5.537279	-5.537279	-3.265704	-3.265704	7.205932	7.205932	6.823270	6.823270	22.829734	22.829734	13.363310	13.363310
1.953210	6.016691	14.653791	-0.038326	-0.000000	3.606097	3.606097	2.129258	2.129258	11.561678	11.561678	11.426946	11.426946	171.812846	171.812846	204.303564	204.303564
1.974441	3.997120	24.011353	-0.109747	-0.000000	12.079119	12.079119	7.290263	7.290263	13.368361	13.368361	13.545063	13.545063	291.536957	291.536957	362.278012	362.278012
1.995671	0.902451	28.094758	-0.186706	-0.000000	18.398253	18.398253	10.609552	10.609552	12.450500	12.450500	12.330096	12.330096	359.958884	359.958884	434.623401	434.623401
2.016902	-2.424219	25.751843	-0.244698	-0.000000	20.987578	20.987578	11.475120	11.475120	8.772454	8.772454	7.812288	7.812288	349.699230	349.699230	390.395947	390.395947
2.038132	-5.052817	17.413028	-0.226001	0.000000	18.604170	18.604170	10.054868	10.054868	2.644289	2.644289	1.478278	1.478278	241.177658	241.177658	249.584445	249.584445
2.059363	-6.228249	4.948875	-0.129992	0.000000	11.180440	11.180440	5.602489	5.602489	-4.024190	-4.024190	-3.988055	-3.988055	70.126810	70.126810	86.664970	86.664970
2.080593	-5.596577	-8.831561	-0.020202	0.000000	0.947960	0.947960	-0.210533	-0.210533	-9.268019	-9.268019	-8.971204	-8.971204	-113.280244	-113.280244	-126.844342	-126.844342
2.101824	-3.325667	-20.711306	0.071966	0.000000	-9.467580	-9.467580	-6.428709	-6.428709	-11.972643	-11.972643	-11.992104	-11.992104	-268.779704	-268.779704	-328.484136	-328.484136
2.123054	-0.076276	-27.772599	0.159506	0.000000	-17.899582	-17.899582	-11.164912	-11.164912	-11.957658	-11.957658	-11.955479	-11.955479	-370.145400	-370.145400	-451.422061	-451.422061
2.144285	3.178417	-28.234171	0.257341	-0.000000	-23.649374	-23.649374	-12.323119	-12.323119	-8.470779	-8.470779	-8.755012	-8.755012	-363.422612	-363.422612	-454.214324	-454.214324
2.165516	5.439772	-21.938421	0.302054	-0.000000	-22.068741	-22.068741	-11.823074	-11.823074	-5.274254	-5.274254	-2.411061	-2.411061	-334.932747	-334.932747	-300.079786	-300.079786
2.186746	5.994472	-10.460381	0.202480	-0.000000	-15.769229	-15.769229	-7.750943	-7.750943	1.728225	1.728225	2.400094	2.400094	-134.394520	-134.394520	-137.566622	-137.566622
2.207977	4.651683	3.309692	0.027030	0.000000	-4.327501	-4.327501	-2.216622	-2.216622	7.311134	7.311134	6.292854	6.292854	81.737232	81.737232	61.203033	61.203033
2.229207	1.824700	15.954331	-0.090329	0.000000	7.446409	7.446409	4.234217	4.234217	9.928309	9.928309	9.278611	9.278611	251.927837	251.927837	282.314715	282.314715
2.250438	-1.580476	24.269666	-0.155643	-0.000000	16.563095	16.563095	9.804659	9.804659	9.837644	9.837644	10.037648	10.037648	355.633756	355.633756	441.227742	441.227742
2.271668	-4.445839	26.114628	-0.219431	-0.000000	21.550992	21.550992	12.301479	12.301479	7.834699	7.834699	7.786985	7.786985	382.879587	382.879587	465.470211	465.470211
2.292899	-5.808189	21.135563	-0.253191	-0.000000	21.294409	21.294409	11.903141	11.903141	4.065411	4.065411	2.561045	2.561045	308.396079	308.396079	319.247576	319.247576
2.314129	-5.192420	10.905833	-0.196525	0.000000	15.067186	15.067186	7.410985	7.410985	-0.664783	-0.664783	-1.447806	-1.447806	142.069582	142.069582	143.195536	143.195536
2.335360	-2.793469	-1.667624	-0.070131	0.000000	4.557272	4.557272	1.418122	1.418122	-4.813213	-4.813213	-4.675017	-4.675017	-62.066502	-62.066502	-70.629433	-70.629433
2.356590	0.567074	-13.195712	0.054804	0.000000	-6.820824	-6.820824	-4.865348	-4.865348	-6.945607	-6.945607	-6.577196	-6.577196	-233.554529	-233.554529	-270.862077	-270.862077
2.377821	3.709103	-20.625729	0.150754	-0.000000	-15.728625	-15.728625	-9.625234	-9.625234	-6.997476	-6.997476	-6.704698	-6.704698	-333.416519	-333.416519	-395.546670	-395.546670
2.399052	5.504750	-22.121419	0.214798	-0.000000	-19.999653	-19.999653	-11.365729	-11.365729	-5.454114	-5.454114	-4.935236	-4.935236	-341.591291	-341.591291	-397.137226	-397.137226
2.420282	5.290763	-17.664155	0.217454	0.000000	-18.615520	-18.615520	-10.593323	-10.593323	-2.653411	-2.653411	-1.304148	-1.304148	-248.027822	-248.027822	-251.324242	-251.324242
2.441513	3.129708	-9.004532	0.137662	0.000000	-11.772839	-11.772839	-6.219361	-6.219361	0.431195	0.431195	0.780282	0.780282	-84.685448	-84.685448	-89.697504	-89.697504
2.462743	-0.187726	1.072328	0.018756	0.000000	-1.973557	-1.973557	-0.846385	-0.846385	2.691267	2.691267	2.362678	2.362678	89.231731	89.231731	96.440217	96.440217
2.483974	-3.416603	9.644299	-0.080828	-0.000000	7.364697	7.364697	4.257534	4.257534	3.486308	3.486308	3.161957	3.161957	214.784290	214.784290	249.609669	249.609669
2.505204	-5.319558	14.420154	-0.150899	0.000000	13.521418	13.521418	7.377670	7.377670	3.272726	3.272726	3.008264	3.008264	267.540594	267.540594	316.301234	316.301234
2.526435	-5.147982	14.455271	-0.185407	0.000000	15.116631	15.116631	8.017303	8.017303	2.471167	2.471167	1.617261	1.617261	237.419149	237.419149	257.421410	257.421410
2.547665	-2.953468	10.456332	-0.152209	-0.000000	11.881821	11.881821	6.200753	6.200753	1.246758	1.246758	0.369584	0.369584	131.002165	131.002165	126.155522	126.155522
2.568896	0.405577	4.295171	-0.060426	-0.000000	5.090258	5.090258	2.345459	2.345459	0.271276	0.271276	0.441550	0.441550	-4.011182	-4.011182	1.372641	1.372641
2.590126	3.583420	-1.823802	0.029188	0.000000	-2.283529	-2.283529	-1.466605	-1.466605	0.014675	0.014675	0.454857	0.454857	-111.080692	-111.080692	-118.756925	-118.756925
2.611357	5.281055	-6.042387	0.085506	0.000000	-7.527441	-7.527441	-4.159999	-4.159999	0.136475	0.136475	0.407977	0.407977	-160.127519	-160.127519	-184.949839	-184.949839
2.632588	4.785681	-7.431258	0.111355	0.000000	-9.296939	-9.296939	-4.953529	-4.953529	0.011765	0.011765	0.434258	0.434258	-148.503231	-148.503231	-165.242494	-165.242494
2.653818	2.288837	-6.291270	0.093938	-0.000000	-7.589828	-7.589828	-4.325702	-4.325702	-0.321768	-0.321768	0.495355	0.495355	-81.131152	-81.131152	-67.943077	-67.943077
2.675049	-1.165397	-3.860475	0.027350	-0.000000	-3.249171	-3.249171	-2.069001	-2.069001	-1.001654	-1.001654	-1.002487	-1.002487	5.287219	5.287219	6.715639	6.715639
2.696279	-4.101454	-1.558129	-0.045283	-0.000000	1.351728	1.351728	-0.057310	-0.057310	-1.920162	-1.920162	-2.468699	-2.468699	68.128851	68.128851	62.311050	62.311050
2.717510	-5.240260	-0.353996	-0.078265	0.000000	3.964075	3.964075	1.077286	1.077286	-2.739862	-2.739862	-3.217118	-3.217118	77.941083	77.941083	76.942195	76.942195
2.738740	-4.068617	-0.415756	-0.064924	-0.000000	3.720641	3.720641	1.366254	1.366254	-2.852557	-2.852557	-3.308252	-3.308252	37.736890	37.736890	28.713257	28.713257
2.759971	-1.092094	-1.073797	-0.015216	-0.000000	1.017835	1.017835	0.486286	0.486286	-1.781365	-1.781365	-1.924724	-1.924724	-21.829010	-21.829010	-32.255347	-32.255347
2.781201	2.360985	-1.322571	0.040950	0.000000	-2.286767	-2.286767	-0.947903	-0.947903	0.182018	0.182018	0.608890	0.608890	-68.360971	-68.360971	-67.247250	-67.247250
2.802432	4.720034	-0.435673	0.067502	0.000000	-4.171806	-4.171806	-1.749604	-1.749604	2.455632	2.455632	2.943247	2.943247	-70.985158	-70.985158	-68.062962	-68.062962
2.823662	4.889859	1.612891	0.051554	-0.000000	-3.483174	-3.483174	-1.640071	-1.640071	4.129315	4.129315	4.523358	4.523358	-23.936295	-23.936295	-14.211359	-14.211359
2.844893	2.776826	4.023502	-0.000394	-0.000000	-0.285252	-0.285252	-0.486183	-0.486183	4.315937	4.315937	4.538561	4.538561	48.059003	48.059003	67.250413	67.250413
2.866124	-0.636412	5.568537	-0.061948	-0.000000	3.827321	3.827321	1.545966	1.545966	2.888419	2.888419	2.522213	2.522213	110.208537	110.208537	120.595006	120.595006
2.887354	-3.728187	5.215161	-0.100521	-0.000000	6.695123	6.695123	2.796991	2.796991	0.367743	0.367743	-0.031307	-0.031307	128.137434	128.137434	141.159489	141.159489
2.908585	-5.002872	2.676057	-0.097598	-0.000000	6.747747	6.747747	3.127426	3.127426	-2.277532	-2.277532	-2.865324	-2.865324	85.380230	85.380230	81.877816	81.877816
2.929815	-3.826168	-1.300869	-0.048501	-0.000000	3.457951	3.457951	1.686398	1.686398	-3.845840	-3.845840	-4.180613	-4.180613	-0.416028	-0.416028	-13.468409	-13.468409
2.951046	-0.764315	-5.242747	0.022340	-0.000000	-1.804117	-1.804117	-1.152144	-1.152144	-3.769772	-3.769772	-3.464520	-3.464520	-93.763423	-93.763423	-102.842573	-102.842573
2.972276	2.664001	-7.584872	0.077018	0.000000	-6.666364	-6.666364	-3.666716	-3.666716	-2.140560	-2.140560	-1.860520	-1.860520	-150.034111	-150.034111	-172.317290	-172.317290
2.993507	4.728250	-7.282428	0.105592	0.000000	-8.983956	-8.983956	-4.768518	-4.768518	-0.032085	-0.032085	0.257968	0.257968	-148.632746	-148.632746	-170.391625	-170.391625
3.014737	4.365185	-4.390918	0.097387	-0.000000	-7.778102	-7.778102	-4.356803	-4.356803	1.700530	1.700530	2.505055	2.505055	-83.256491	-83.256491	-71.137464	-71.137464
3.035968	1.747911	-0.140721	0.037145	-0.000000	-3.167996	-3.167996	-1.797063	-1.797063	2.366781	2.366781	2.615496	2.615496	19.246831	19.246831	33.221191	33.221191
3.057198	-1.769461	3.703084	-0.045498	0.000000	2.726521	2.726521	1.176438	1.176438	1.804685	1.804685	1.408337	1.408337	111.510480	111.510480	121.043495	121.043495
3.078429	-4.334305	5.639270	-0.101990	-0.000000	7.083556	7.083556	3.162658	3.162658	0.387854	0.387854	-0.047127	-0.047127	147.318309	147.318309	163.134348	163.134348
