ChassisSim Rig Replay Log
R LS Bump 13K N/m/s, bypass 35mm
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
2.340000	-2.281542	-2.512981	-0.103579	0.000000	4.416124	4.416124	0.115303	0.115303	-4.535881	-4.535881	-4.727569	-4.727569	-68.517367	-68.517367	-91.407234	-91.407234
2.360000	0.929903	-13.887503	0.036842	-0.000000	-6.975672	-6.975672	-5.937448	-5.937448	-6.906945	-6.906945	-6.414428	-6.414428	-243.207456	-243.207456	-278.170661	-278.170661
2.380000	3.832148	-21.441326	0.146185	0.000000	-16.058450	-16.058450	-10.478701	-10.478701	-7.265691	-7.265691	-6.640797	-6.640797	-345.641686	-345.641686	-397.826345	-397.826345
2.400000	5.495683	-23.570824	0.208099	0.000000	-20.654459	-20.654459	-12.323123	-12.323123	-5.981682	-5.981682	-5.421120	-5.421120	-358.106859	-358.106859	-415.482400	-415.482400
2.420000	5.372614	-20.111247	0.217575	-0.000000	-19.985172	-19.985172	-11.536473	-11.536473	-3.600675	-3.600675	-2.718808	-2.718808	-280.625006	-280.625006	-308.898631	-308.898631
2.440000	3.489428	-12.340261	0.171366	-0.000000	-14.382396	-14.382396	-7.559092	-7.559092	-0.933506	-0.933506	-0.393718	-0.393718	-138.920227	-138.920227	-148.668268	-148.668268
2.460000	0.457456	-2.529817	0.081938	-0.000000	-5.574947	-5.574947	-2.190104	-2.190104	1.375477	1.375477	1.544758	1.544758	27.604053	27.604053	40.287168	40.287168
2.480000	-2.713392	6.738994	-0.021320	0.000000	3.880634	3.880634	3.150764	3.150764	2.826508	2.826508	2.703581	2.703581	171.909015	171.909015	205.168193	205.168193
2.500000	-4.945582	13.220806	-0.114470	0.000000	11.432650	11.432650	6.973906	6.973906	3.383134	3.383134	2.998752	2.998752	259.118474	259.118474	301.602486	301.602486
2.520000	-5.463427	15.607233	-0.176123	-0.000000	15.233378	15.233378	8.388109	8.388109	3.219964	3.219964	2.544712	2.544712	270.474604	270.474604	304.581584	304.581584
2.540000	-4.073770	13.862137	-0.182059	-0.000000	14.589126	14.589126	7.634211	7.634211	2.420289	2.420289	1.560101	1.560101	202.555881	202.555881	214.085982	214.085982
2.560000	-1.253065	9.072611	-0.133201	0.000000	9.896077	9.896077	4.451997	4.451997	1.634469	1.634469	1.363790	1.363790	90.241786	90.241786	99.513279	99.513279
2.580000	2.001590	2.976731	-0.058525	0.000000	3.180156	3.180156	0.595733	0.595733	1.079911	1.079911	1.140706	1.140706	-28.470182	-28.470182	-32.549265	-32.549265
2.600000	4.516850	-2.610289	0.013673	0.000000	-3.265846	-3.265846	-2.907013	-2.907013	0.760830	0.760830	0.959541	0.959541	-116.730722	-116.730722	-134.889974	-134.889974
2.620000	5.367396	-6.316244	0.069673	-0.000000	-7.591708	-7.591708	-4.946726	-4.946726	0.362694	0.362694	0.676162	0.676162	-155.506175	-155.506175	-177.849465	-177.849465
2.640000	4.226716	-7.585699	0.099121	0.000000	-8.862806	-8.862806	-5.122977	-5.122977	-0.312560	-0.312560	0.201187	0.201187	-140.912974	-140.912974	-152.592428	-152.592428
2.660000	1.508200	-6.778827	0.087341	-0.000000	-7.219844	-7.219844	-4.077155	-4.077155	-1.071158	-1.071158	-0.428377	-0.428377	-79.863457	-79.863457	-72.801024	-72.801024
2.680000	-1.768866	-4.865577	0.038177	-0.000000	-3.496126	-3.496126	-1.886862	-1.886862	-2.041021	-2.041021	-1.995249	-1.995249	-8.038584	-8.038584	-7.726441	-7.726441
2.700000	-4.351991	-2.919036	-0.018367	-0.000000	0.361512	0.361512	-0.084976	-0.084976	-2.901645	-2.901645	-3.238582	-3.238582	45.482598	45.482598	42.805413	42.805413
2.720000	-5.234738	-1.673548	-0.051900	-0.000000	2.694050	2.694050	0.901913	0.901913	-3.342252	-3.342252	-3.786933	-3.786933	58.940091	58.940091	55.095651	55.095651
