ChassisSim Rig Replay Log
R LS Bump 10K N/m/s
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
1.840000	-4.884213	-27.163867	0.112677	0.000000	-13.855229	-13.855229	-9.296701	-9.296701	-14.585867	-14.585867	-14.392527	-14.392527	-301.912726	-301.912726	-361.048135	-361.048135
1.860000	-2.243752	-29.291752	0.177463	0.000000	-18.570648	-18.570648	-11.454871	-11.454871	-13.202636	-13.202636	-12.781414	-12.781414	-342.362292	-342.362292	-401.692793	-401.692793
1.880000	0.879996	-26.019879	0.210358	0.000000	-19.989702	-19.989702	-11.601697	-11.601697	-9.270425	-9.270425	-8.682153	-8.682153	-318.331141	-318.331141	-366.076924	-366.076924
1.900000	3.789535	-17.777980	0.199059	0.000000	-17.670565	-17.670565	-9.717960	-9.717960	-3.379519	-3.379519	-2.815351	-2.815351	-226.170746	-226.170746	-254.274294	-254.274294
1.920000	5.818222	-5.981482	0.146551	-0.000000	-11.653161	-11.653161	-5.684501	-5.684501	3.037677	3.037677	3.359651	3.359651	-89.606411	-89.606411	-96.966432	-96.966432
1.940000	6.486746	7.210454	0.066847	-0.000000	-3.160900	-3.160900	-0.429459	-0.429459	8.829283	8.829283	9.007700	9.007700	70.440210	70.440210	92.760655	92.760655
1.960000	5.624146	19.261833	-0.027142	-0.000000	6.266587	6.266587	5.142272	5.142272	12.841587	12.841587	12.880631	12.880631	223.220588	223.220588	273.843119	273.843119
1.980000	3.421447	27.736114	-0.122949	-0.000000	14.824378	14.824378	9.837125	9.837125	14.321769	14.321769	14.132302	14.132302	339.180850	339.180850	406.662427	406.662427
2.000000	0.399857	30.810416	-0.203082	-0.000000	20.748299	20.748299	12.598506	12.598506	12.950712	12.950712	12.480139	12.480139	391.922787	391.922787	460.313990	460.313990
2.020000	-2.704699	27.704767	-0.244872	-0.000000	22.625170	22.625170	12.977721	12.977721	8.919302	8.919302	8.108633	8.108633	364.304509	364.304509	413.664072	413.664072
2.040000	-5.117470	18.916887	-0.233497	-0.000000	19.848271	19.848271	10.475248	10.475248	3.006696	3.006696	2.393557	2.393557	255.882509	255.882509	288.667267	288.667267
2.060000	-6.220361	6.141579	-0.172533	-0.000000	12.667421	12.667421	5.673742	5.673742	-3.306708	-3.306708	-3.722329	-3.722329	93.649710	93.649710	98.340140	98.340140
2.080000	-5.717518	-8.057691	-0.078436	-0.000000	2.632883	2.632883	-0.549752	-0.549752	-8.762484	-8.762484	-8.997184	-8.997184	-92.501066	-92.501066	-121.843814	-121.843814
2.100000	-3.725271	-20.723298	0.033490	0.000000	-8.236802	-8.236802	-6.884541	-6.884541	-12.257458	-12.257458	-12.261985	-12.261985	-264.417668	-264.417668	-322.843701	-322.843701
2.120000	-0.757137	-29.141552	0.145795	0.000000	-17.812424	-17.812424	-11.873397	-11.873397	-12.969830	-12.969830	-12.792727	-12.792727	-380.848421	-380.848421	-457.390642	-457.390642
2.140000	2.399200	-31.551001	0.293102	0.000000	-23.649458	-23.649458	-12.323141	-12.323141	-9.099313	-9.099313	-11.340273	-11.340273	-359.647331	-359.647331	-522.829306	-522.829306
2.160000	4.886469	-27.631334	0.416516	-0.000000	-23.649458	-23.649458	-12.323141	-12.323141	-7.381795	-7.381795	-4.473592	-4.473592	-382.231995	-382.231995	-360.084602	-360.084602
2.180000	6.012391	-18.083218	0.374011	-0.000000	-20.956145	-20.956145	-9.307485	-9.307485	-4.613858	-4.613858	0.102531	0.102531	-334.473167	-334.473167	-226.110780	-226.110780
2.200000	5.450028	-4.926280	0.141055	0.000000	-12.513025	-12.513025	-4.961785	-4.961785	5.099002	5.099002	3.494710	3.494710	-14.265641	-14.265641	-76.068547	-76.068547
2.220000	3.344243	9.073395	-0.062118	0.000000	1.155887	1.155887	0.767616	0.767616	9.179595	9.179595	6.792959	6.792959	180.423908	180.423908	128.715403	128.715403
